Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost,Profit_precent
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,946.764,6,0.7,-694.2936,1641.0576,-42%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,94.68,9,0,31.2444,63.4356,49%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,23.67,3,0,0.9468,22.7232,4%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,1091.168,4,0.2,68.198,1022.97,7%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,18.69,7,0,5.2332,13.4568,39%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,568.728,3,0.2,28.4364,540.2916,5%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,7.312,1,0.2,2.5592,4.7528,54%
First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,147.568,2,0.2,-3.6892,151.2572,-2%
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,56.784,7,0.2,20.5842,36.1998,57%
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,5.607,3,0.7,-3.9249,9.5319,-41%
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Art,6.576,3,0.2,0.5754,6.0006,10%
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,14.304,6,0.2,4.6488,9.6552,48%
Standard Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,119.833,1,0.15,7.049,112.784,6%
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,5.56,2,0,2.224,3.336,67%
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,32.4,5,0,15.552,16.848,92%
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,9.84,3,0,2.8536,6.9864,41%
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,2.78,1,0,0.7228,2.0572,35%
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.64,1,0.2,1.365,2.275,60%
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,881.93,7,0,220.4825,661.4475,33%
Standard Class,Corporate,United States,Marion,Iowa,52302,Central,Office Supplies,Binders,115.84,8,0,54.4448,61.3952,89%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,107.648,2,0.2,33.64,74.008,45%
Second Class,Consumer,United States,Pine Bluff,Arkansas,71603,South,Technology,Accessories,199.95,5,0,63.984,135.966,47%
Second Class,Consumer,United States,Pine Bluff,Arkansas,71603,South,Office Supplies,Paper,12.96,2,0,6.2208,6.7392,92%
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Chairs,60.89,1,0,15.2225,45.6675,33%
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Labels,14.94,3,0,6.8724,8.0676,85%
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,9.64,2,0,4.4344,5.2056,85%
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Furnishings,332.94,3,0,53.2704,279.6696,19%
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,51.9,3,0,24.393,27.507,89%
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Storage,64.96,2,0,2.5984,62.3616,4%
Second Class,Consumer,United States,Aberdeen,South Dakota,57401,Central,Office Supplies,Supplies,25.5,3,0,6.63,18.87,35%
Same Day,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,215.976,3,0.2,-2.6997,218.6757,-1%
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,269.91,5,0.1,53.982,215.928,25%
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,11.673,3,0.7,-7.782,19.455,-40%
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Envelopes,64.848,7,0.2,24.318,40.53,60%
First Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,14.56,2,0,5.5328,9.0272,61%
Same Day,Consumer,United States,Freeport,New York,11520,East,Furniture,Chairs,102.582,1,0.1,6.8388,95.7432,7%
Same Day,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Paper,20.04,3,0,9.6192,10.4208,92%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,32.088,7,0.2,11.2308,20.8572,54%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,4305.552,6,0.2,1453.1238,2852.4282,51%
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,10.02,3,0,4.4088,5.6112,79%
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,631.96,4,0,303.3408,328.6192,92%
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,1577.94,3,0,757.4112,820.5288,92%
Same Day,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Art,255.85,7,0,112.574,143.276,79%
Second Class,Corporate,United States,Delray Beach,Florida,33445,South,Office Supplies,Storage,184.704,6,0.2,13.8528,170.8512,8%
Second Class,Corporate,United States,Delray Beach,Florida,33445,South,Technology,Accessories,47.92,2,0.2,11.98,35.94,33%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,15.936,4,0.2,5.1792,10.7568,48%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,8.001,7,0.7,-5.6007,13.6017,-41%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,398.972,2,0.3,-28.498,427.47,-7%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Bookcases,163.88,2,0,40.97,122.91,33%
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,67.9,5,0,20.37,47.53,43%
Standard Class,Consumer,United States,West Palm Beach,Florida,33407,South,Office Supplies,Paper,72.224,4,0.2,25.2784,46.9456,54%
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Labels,11.696,2,0.2,3.9474,7.7486,51%
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,392.94,3,0,43.2234,349.7166,12%
First Class,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Furnishings,18.176,1,0.2,4.7712,13.4048,36%
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,6.888,3,0.8,-11.0208,17.9088,-62%
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Tables,457.485,3,0.3,-84.9615,542.4465,-16%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,1079.316,6,0.3,-15.4188,1094.7348,-1%
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,48.91,1,0,22.9877,25.9223,89%
First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Art,9.84,3,0,2.8536,6.9864,41%
First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Binders,34.5,3,0,15.525,18.975,82%
Same Day,Corporate,United States,Waco,Texas,76706,Central,Office Supplies,Binders,0.556,1,0.8,-0.9452,1.5012,-63%
Second Class,Consumer,United States,Hagerstown,Maryland,21740,East,Office Supplies,Binders,43.8,6,0,20.586,23.214,89%
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,13.872,3,0.2,5.0286,8.8434,57%
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases,115.96,4,0.5,-64.9376,180.8976,-36%
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Accessories,41.424,2,0.2,8.2848,33.1392,25%
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones,244.768,4,0.2,24.4768,220.2912,11%
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,74.352,3,0.2,6.5058,67.8462,10%
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992,11.2112,-62%
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Furniture,Chairs,56.686,1,0.3,-20.245,76.931,-26%
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones,97.968,2,0.2,6.123,91.845,7%
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,7.872,3,0.2,0.8856,6.9864,13%
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,10.1088,54%
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.476,1,0.8,-2.2878,3.7638,-61%
Standard Class,Home Office,United States,Santa Fe,New Mexico,87505,West,Office Supplies,Art,8.4,5,0,2.184,6.216,35%
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,6.56,2,0,1.9024,4.6576,41%
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,14.88,2,0,3.72,11.16,33%
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,45.48,4,0,15.918,29.562,54%
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,25.44,6,0,9.9216,15.5184,64%
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,146.688,8,0.2,45.84,100.848,45%
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Labels,4.928,2,0.2,1.7248,3.2032,54%
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,63.488,4,0.2,4.7616,58.7264,8%
Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,418.32,7,0,117.1296,301.1904,39%
Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,123.858,2,0.1,46.7908,77.0672,61%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,118.782,3,0.4,-27.7158,146.4978,-19%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Supplies,769.184,4,0.2,-163.4516,932.6356,-18%
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,47.904,1,0.2,-2.994,50.898,-6%
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,13.36,2,0,6.4128,6.9472,92%
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,163.764,2,0.1,25.4744,138.2896,18%
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,183.92,4,0,31.2664,152.6536,20%
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,11.376,3,0.6,-5.688,17.064,-33%
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,66.112,4,0.6,-84.2928,150.4048,-56%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,211.04,8,0,97.0784,113.9616,85%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,594.816,2,0.2,59.4816,535.3344,11%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,72.96,3,0.2,23.712,49.248,48%
First Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,80.96,4,0,34.8128,46.1472,75%
First Class,Consumer,United States,Edmonds,Washington,98026,West,Technology,Phones,455.712,2,0.2,34.1784,421.5336,8%
First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Art,25.98,1,0,7.2744,18.7056,39%
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Appliances,45.28,4,0,15.3952,29.8848,52%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,15.56,2,0,7.3132,8.2468,89%
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,859.2,3,0.2,75.18,784.02,10%
Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Appliances,195.68,4,0,50.8768,144.8032,35%
Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Fasteners,14.2,4,0,6.674,7.526,89%
First Class,Consumer,United States,Coral Springs,Florida,33065,South,Furniture,Bookcases,314.352,3,0.2,-15.7176,330.0696,-5%
First Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Labels,4.608,2,0.2,1.4976,3.1104,48%
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,17.9,5,0,8.771,9.129,96%
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,2.992,1,0.2,1.122,1.87,60%
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,20.064,6,0.2,7.0224,13.0416,54%
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,146.73,3,0,68.9631,77.7669,89%
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,18.75,5,0,9,9.75,92%
Second Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,117.576,3,0.2,11.7576,105.8184,11%
Standard Class,Home Office,United States,Riverside,California,92503,West,Office Supplies,Binders,51.184,7,0.2,19.194,31.99,60%
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Tables,455.97,5,0.4,-106.393,562.363,-19%
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,10.4775,-45%
First Class,Home Office,United States,Troy,Ohio,45373,East,Technology,Phones,57.594,1,0.4,-11.5188,69.1128,-17%
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Furnishings,30.144,2,0.2,8.2896,21.8544,38%
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Chairs,899.43,5,0.3,-12.849,912.279,-1%
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings,842.72,8,0,202.2528,640.4672,32%
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings,41.96,2,0,10.9096,31.0504,35%
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,13.216,4,0.2,4.4604,8.7556,51%
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Chairs,184.752,3,0.2,-20.7846,205.5366,-10%
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,520.464,2,0.3,-14.8704,535.3344,-3%
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,11.424,3,0.2,3.7128,7.7112,48%
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,19.44,3,0,9.3312,10.1088,92%
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,3.64,2,0,1.0192,2.6208,39%
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,18.54,2,0,8.7138,9.8262,89%
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,43.12,5,0.2,15.092,28.028,54%
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,313.722,3,0.4,-99.3453,413.0673,-24%
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,45.98,1,0,7.8166,38.1634,20%
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,428.68,7,0,0,428.68,0%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,30.576,6,0.2,10.3194,20.2566,51%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,13.02,7,0,0.3906,12.6294,3%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,359.32,4,0,7.1864,352.1336,2%
First Class,Consumer,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,11.56,2,0,5.6644,5.8956,96%
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,68.48,2,0.2,25.68,42.8,60%
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Storage,1676.88,6,0,83.844,1593.036,5%
First Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,37.94,2,0,18.2112,19.7288,92%
Second Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Chairs,272.97,3,0,43.6752,229.2948,19%
